parent_id,parent_term,child_id,child_term
17441,forelimb digit 5,17443,forelimb digit 5 mesenchyme
17441,forelimb digit 5,19121,forelimb digit 5 phalanx
17441,forelimb digit 5,17442,forelimb digit 5 epithelium
17441,forelimb digit 5,18738,forelimb digit 5 claw
17441,forelimb digit 5,25071,forelimb digit 5 epiphyseal plate
17443,forelimb digit 5 mesenchyme,17723,forelimb digit 5 phalanx pre-cartilage condensation
17443,forelimb digit 5 mesenchyme,18086,forelimb digit 5 phalanx cartilage condensation
17443,forelimb digit 5 mesenchyme,17722,forelimb digit 5 metacarpus pre-cartilage condensation
17443,forelimb digit 5 mesenchyme,18085,forelimb digit 5 metacarpus cartilage condensation
18087,forelimb digit 5 skin,18089,forelimb digit 5 epidermis
18087,forelimb digit 5 skin,18088,forelimb digit 5 dermis
35399,forelimb digit dermis,18088,forelimb digit 5 dermis
35399,forelimb digit dermis,18083,forelimb digit 4 dermis
35399,forelimb digit dermis,18068,forelimb digit 1 dermis
35399,forelimb digit dermis,18078,forelimb digit 3 dermis
35399,forelimb digit dermis,18073,forelimb digit 2 dermis
35671,forelimb digit epidermis,18079,forelimb digit 3 epidermis
35671,forelimb digit epidermis,18074,forelimb digit 2 epidermis
35671,forelimb digit epidermis,18089,forelimb digit 5 epidermis
35671,forelimb digit epidermis,18084,forelimb digit 4 epidermis
35671,forelimb digit epidermis,18069,forelimb digit 1 epidermis
32647,forelimb digit epithelium,17430,forelimb digit 1 epithelium
32647,forelimb digit epithelium,17439,forelimb digit 4 epithelium
32647,forelimb digit epithelium,17436,forelimb digit 3 epithelium
32647,forelimb digit epithelium,17442,forelimb digit 5 epithelium
32647,forelimb digit epithelium,17433,forelimb digit 2 epithelium
32645,forelimb digit mesenchyme,32646,forelimb digit pre-cartilage condensation
32645,forelimb digit mesenchyme,32640,forelimb digit cartilage condensation
32648,forelimb digit skin,18082,forelimb digit 4 skin
32648,forelimb digit skin,18067,forelimb digit 1 skin
32648,forelimb digit skin,35671,forelimb digit epidermis
32648,forelimb digit skin,18077,forelimb digit 3 skin
32648,forelimb digit skin,35399,forelimb digit dermis
32648,forelimb digit skin,18072,forelimb digit 2 skin
32648,forelimb digit skin,18087,forelimb digit 5 skin
32627,forelimb epidermis,18488,hand epidermis
32627,forelimb epidermis,18061,shoulder epidermis
32627,forelimb epidermis,18058,forearm epidermis
32627,forelimb epidermis,18053,elbow epidermis
32627,forelimb epidermis,18064,upper arm epidermis
32651,forelimb interdigital region,32653,forelimb interdigital region mesenchyme
32651,forelimb interdigital region,32652,forelimb interdigital region epithelium
32651,forelimb interdigital region,35709,forelimb interdigital region skin
35715,forelimb interdigital region dermis,18091,interdigital region between forelimb digits 1 and 2 dermis
35715,forelimb interdigital region dermis,18097,interdigital region between forelimb digits 3 and 4 dermis
35715,forelimb interdigital region dermis,18094,interdigital region between forelimb digits 2 and 3 dermis
35715,forelimb interdigital region dermis,18100,interdigital region between forelimb digits 4 and 5 dermis
35936,forelimb interdigital region epidermis,18095,interdigital region between forelimb digits 2 and 3 epidermis
35936,forelimb interdigital region epidermis,18101,interdigital region between forelimb digits 4 and 5 epidermis
35936,forelimb interdigital region epidermis,18098,interdigital region between forelimb digits 3 and 4 epidermis
35936,forelimb interdigital region epidermis,18092,interdigital region between forelimb digits 1 and 2 epidermis
32652,forelimb interdigital region epithelium,17455,interdigital region between forelimb digits 4 and 5 epithelium
32652,forelimb interdigital region epithelium,17452,interdigital region between forelimb digits 3 and 4 epithelium
32652,forelimb interdigital region epithelium,17446,interdigital region between forelimb digits 1 and 2 epithelium
32652,forelimb interdigital region epithelium,17449,interdigital region between forelimb digits 2 and 3 epithelium
35709,forelimb interdigital region skin,18096,interdigital region between forelimb digits 3 and 4 skin
35709,forelimb interdigital region skin,35936,forelimb interdigital region epidermis
35709,forelimb interdigital region skin,18099,interdigital region between forelimb digits 4 and 5 skin
35709,forelimb interdigital region skin,35715,forelimb interdigital region dermis
35709,forelimb interdigital region skin,18093,interdigital region between forelimb digits 2 and 3 skin
35709,forelimb interdigital region skin,18090,interdigital region between forelimb digits 1 and 2 skin
19204,forelimb joint,19205,radio-carpal joint
19204,forelimb joint,19206,radio-ulnar joint
32628,forelimb mesenchyme,32626,forelimb cartilage condensation
32628,forelimb mesenchyme,32625,forelimb pre-cartilage condensation
32624,forelimb musculature,35330,extensor digitorum longus
32624,forelimb musculature,36049,forelimb skeletal muscle
32650,forelimb phalanx,35393,forelimb distal phalanx
32623,forelimb skeleton,35350,forelimb long bone
32623,forelimb skeleton,35347,forearm bone
32623,forelimb skeleton,35892,upper arm bone
32623,forelimb skeleton,32643,hand skeleton
32612,forelimb skin,18062,upper arm skin
32612,forelimb skin,18486,hand skin
32612,forelimb skin,32627,forelimb epidermis
32612,forelimb skin,32613,forelimb dermis
32612,forelimb skin,18056,forearm skin
32612,forelimb skin,18059,shoulder skin
32612,forelimb skin,18051,elbow skin
35357,frontal cortex,35356,frontal association cortex
35357,frontal cortex,35704,primary motor cortex
35357,frontal cortex,35706,primary somatosensory cortex
16802,frontal process,17609,frontal process epithelium
16802,frontal process,16803,frontal process ectoderm
16802,frontal process,16804,frontal process mesenchyme
16681,fronto-nasal process,32918,fronto-nasal process epithelium
16681,fronto-nasal process,16682,fronto-nasal process ectoderm
16681,fronto-nasal process,16683,fronto-nasal process mesenchyme
16724,future adenohypophysis,16725,Rathke's pouch
17242,future arm,17244,future arm mesenchyme
17242,future arm,17243,future arm ectoderm
16089,future brain,16140,future midbrain
16089,future brain,16148,future hindbrain
16089,future brain,16090,future brain neural fold
16089,future brain,16144,future prosencephalon
16089,future brain,32854,future brain midbrain-hindbrain junction
16090,future brain neural fold,16091,future brain neural crest
16514,future diencephalon,16516,future diencephalon floor plate
16514,future diencephalon,16518,future diencephalon neural crest
16514,future diencephalon,16515,future diencephalon 3rd ventricle
16514,future diencephalon,16517,future diencephalon lateral wall
16514,future diencephalon,16519,future diencephalon roof plate
16148,future hindbrain,16154,future hindbrain floor plate
16148,future hindbrain,16286,future hindbrain posterior to rhombomere 05
16148,future hindbrain,16305,rhombomere 05
16148,future hindbrain,16297,rhombomere 03
16148,future hindbrain,16149,anterior pro-rhombomere
16148,future hindbrain,32820,rhombomere
16148,future hindbrain,16290,rhombomere 01
16148,future hindbrain,16161,pre-otic sulcus
16148,future hindbrain,16157,posterior pro-rhombomere
16148,future hindbrain,16155,future hindbrain neural fold
16148,future hindbrain,16293,rhombomere 02
16148,future hindbrain,16301,rhombomere 04
16148,future hindbrain,16153,future hindbrain neural ectoderm
16153,future hindbrain neural ectoderm,16155,future hindbrain neural fold
16153,future hindbrain neural ectoderm,16154,future hindbrain floor plate
16155,future hindbrain neural fold,16156,future hindbrain neural crest
16286,future hindbrain posterior to rhombomere 05,16287,future hindbrain posterior to rhombomere 05 floor plate
16286,future hindbrain posterior to rhombomere 05,16288,future hindbrain posterior to rhombomere 05 neural fold
16288,future hindbrain posterior to rhombomere 05 neural fold,16289,future hindbrain posterior to rhombomere 05 neural crest
17253,future leg,17254,future leg ectoderm
17253,future leg,17255,future leg mesenchyme
16140,future midbrain,16141,future midbrain floor plate
16140,future midbrain,16142,future midbrain neural fold
16140,future midbrain,16285,future midbrain roof plate
16142,future midbrain neural fold,16143,future midbrain neural crest
16647,future neurohypophysis,16648,infundibular recess of early 3rd ventricle
16647,future neurohypophysis,16899,infundibular recess of 3rd ventricle
32796,future pituitary,16647,future neurohypophysis
32796,future pituitary,16724,future adenohypophysis
16144,future prosencephalon,16145,future prosencephalon floor plate
16144,future prosencephalon,16146,future prosencephalon neural fold
16146,future prosencephalon neural fold,16147,future prosencephalon neural crest
16092,future spinal cord,16095,future spinal cord neural plate
16092,future spinal cord,16164,future spinal cord neural tube
16162,future spinal cord neural fold,16163,future spinal cord neural crest
16167,future spinal cord neural lumen,16310,future spinal cord neural luminal occlusion
16095,future spinal cord neural plate,16162,future spinal cord neural fold
16164,future spinal cord neural tube,16167,future spinal cord neural lumen
16164,future spinal cord neural tube,16165,future spinal cord floor plate
16164,future spinal cord neural tube,16168,future spinal cord roof plate
16164,future spinal cord neural tube,16166,future spinal cord lateral wall
17735,future tarsus,18144,talus cartilage condensation
17735,future tarsus,17736,calcaneum pre-cartilage condensation
17735,future tarsus,17738,talus pre-cartilage condensation
17735,future tarsus,18143,calcaneum cartilage condensation
17735,future tarsus,17737,future tarsus rest of mesenchyme
17281,future tympanic membrane,17282,future tympanic membrane epithelium
17281,future tympanic membrane,18578,future tympanic membrane endothelium
17202,gallbladder,35371,gallbladder lamina propria
17202,gallbladder,35373,gallbladder smooth muscle
17202,gallbladder,35370,gallbladder epithelium
17202,gallbladder,35372,gallbladder serosa
18267,gastro-esophageal junction,18379,gastro-esophageal junction lumen
18267,gastro-esophageal junction,27043,gastro-esophageal junction muscularis
18267,gastro-esophageal junction,18269,gastro-esophageal junction epithelium
18267,gastro-esophageal junction,18268,gastro-esophageal junction mesenchyme
18267,gastro-esophageal junction,27039,gastro-esophageal junction mucosa
18267,gastro-esophageal junction,27045,gastro-esophageal junction serosa
18267,gastro-esophageal junction,27041,gastro-esophageal junction submucosa
18267,gastro-esophageal junction,18270,gastro-esophageal junction vascular element
18267,gastro-esophageal junction,19084,gastro-esophageal junction mesentery
27039,gastro-esophageal junction mucosa,27051,gastro-esophageal junction muscularis mucosa
27039,gastro-esophageal junction mucosa,18269,gastro-esophageal junction epithelium
27039,gastro-esophageal junction mucosa,27049,gastro-esophageal junction lamina propria
35376,geniculate thalamic group,35546,medial geniculate nucleus
35376,geniculate thalamic group,35478,lateral geniculate nucleus
17382,genital tubercle,35377,genital swelling
17382,genital tubercle,30079,ventrolateral genital swelling
17382,genital tubercle,31518,urethral epithelium
17382,genital tubercle,35702,preputial swelling
17382,genital tubercle,30077,dorsal genital swelling
18680,genital tubercle of female,31503,developing vasculature of female genital tubercle
18680,genital tubercle of female,19170,glans clitoris
18680,genital tubercle of female,35045,nerve of genital tubercle of female
18680,genital tubercle of female,30484,distal genital tubercle of female
18680,genital tubercle of female,30470,urethral epithelium of female
18680,genital tubercle of female,29621,genital tubercle mesenchyme of female
18680,genital tubercle of female,19169,crus of clitoris
18680,genital tubercle of female,30478,preputial swelling of female
18680,genital tubercle of female,30699,prepuce of female
18680,genital tubercle of female,29626,genital tubercle surface epithelium of female
18680,genital tubercle of female,31506,proximal genital tubercle of female
17969,genital tubercle of male,29167,genital tubercle mesenchyme of male
17969,genital tubercle of male,31510,developing vasculature of male genital tubercle
17969,genital tubercle of male,29220,preputial swelling of male
17969,genital tubercle of male,31504,proximal genital tubercle of male
17969,genital tubercle of male,29170,genital tubercle surface epithelium of male
17969,genital tubercle of male,35056,nerve of genital tubercle of male
17969,genital tubercle of male,29288,glans penis
17969,genital tubercle of male,30467,urethral epithelium of male
17969,genital tubercle of male,29252,glans of male genital tubercle
17969,genital tubercle of male,30634,prepuce of male
17969,genital tubercle of male,29205,distal genital tubercle of male
16367,genitourinary system,16369,presumptive nephric duct
16367,genitourinary system,27573,cloaca
16367,genitourinary system,17211,urogenital sinus
16367,genitourinary system,17210,urogenital membrane
16367,genitourinary system,29990,metanephric mesenchyme
16367,genitourinary system,17207,metanephros
16367,genitourinary system,16577,nephric duct
16367,genitourinary system,35954,genitourinary system epithelium
16367,genitourinary system,16857,gonad primordium
16367,genitourinary system,16368,nephric cord
16367,genitourinary system,16579,pronephros
16367,genitourinary system,27602,"nephric duct, pronephric portion"
16367,genitourinary system,30074,genital swelling
16367,genitourinary system,35899,urogenital ridge
16367,genitourinary system,17212,urorectal septum
16367,genitourinary system,31578,developing vasculature of genitourinary system
16367,genitourinary system,27599,"nephric duct, metanephric portion"
16367,genitourinary system,16576,genitourinary system mesenchyme
16367,genitourinary system,16744,mesonephros
16367,genitourinary system,28425,nephric duct
16367,genitourinary system,16578,primordial germ cell
16367,genitourinary system,28429,nephric duct
17965,germ cell of ovary,28965,meiotic germ cell of ovary
17965,germ cell of ovary,28971,premeiotic germ cell of ovary
17965,germ cell of ovary,35891,unfertilized egg
36033,germ layer,35985,ectoderm
36033,germ layer,35987,mesoderm
36033,germ layer,35986,endoderm
30781,germinal cell of mature follicle,30785,mural of mature follicle
30781,germinal cell of mature follicle,30783,cumulus of mature follicle
19170,glans clitoris,30715,mesenchyme of glans clitoris
30829,glans clitoris,30831,surface epithelium of glans clitoris
19170,glans clitoris,30720,surface epithelium of glans clitoris
30829,glans clitoris,30833,mesenchymal layer of glans clitoris
29252,glans of male genital tubercle,29254,mesenchyme of glans of male genital tubercle
29252,glans of male genital tubercle,29256,surface epithelium of glans of male genital tubercle
18988,glans penis,29860,rest of glans penis
29288,glans penis,30632,glans surface epithelium of male
18988,glans penis,29856,corpus spongiosum
18988,glans penis,30646,surface epithelium of glans penis
29288,glans penis,30630,glans mesenchyme of male
18988,glans penis,29858,epithelial layer of glans penis
18988,glans penis,30642,mesenchyme of glans penis
28239,glomerular tuft,28245,glomerular capillary system
28239,glomerular tuft,28254,visceral epithelium of mature renal corpuscle
28239,glomerular tuft,28248,glomerular mesangium of glomerular tuft
28239,glomerular tuft,28251,glomerular basement membrane
16795,glossopharyngeal IX ganglion,17153,inferior glossopharyngeal IX ganglion
16795,glossopharyngeal IX ganglion,17154,superior glossopharyngeal IX ganglion
17383,gonad,36000,germ cell of gonad
17383,gonad,17384,coelomic epithelium of gonad
17383,gonad,17385,gonadal mesenchyme
17383,gonad,35382,gonad germinal epithelium
17383,gonad,17386,primordial germ cell
16857,gonad primordium,16859,primordial germ cell
16857,gonad primordium,16858,gonad primordium mesenchyme
16857,gonad primordium,27564,coelomic epithelium of gonad primordium
16858,gonad primordium mesenchyme,27570,posterior gonadal mesenchyme
16858,gonad primordium mesenchyme,27566,anterior gonadal mesenchyme
16858,gonad primordium mesenchyme,27568,central gonadal mesenchyme
17385,gonadal mesenchyme,27657,posterior gonadal mesenchyme
17385,gonadal mesenchyme,27653,anterior gonadal mesenchyme
17385,gonadal mesenchyme,27655,central gonadal mesenchyme
30777,Graafian follicle,30781,germinal cell of mature follicle
30777,Graafian follicle,30787,theca of mature follicle
30777,Graafian follicle,30779,primary oocyte of mature follicle
30777,Graafian follicle,30789,antrum of mature follicle
18660,greater omentum,18286,lieno-renal ligament
18660,greater omentum,18285,gastro-splenic ligament
16885,greater sac,16887,greater sac mesothelium
16885,greater sac,16886,greater sac cavity
16887,greater sac mesothelium,16888,greater sac parietal mesothelium
16887,greater sac mesothelium,18414,greater sac visceral mesothelium
35945,gum,35966,gum epithelium
16247,gut,17021,stomach
16247,gut,16251,hindgut diverticulum
16247,gut,16833,esophagus
16247,gut,32930,gut endoderm
16247,gut,35385,gut muscularis
16247,gut,18852,duodenum
16247,gut,16363,foregut-midgut junction
16247,gut,16248,foregut diverticulum
16247,gut,17503,pancreas
16247,gut,16255,midgut
16247,gut,18939,colon
16247,gut,32909,gut mesenchyme
16247,gut,18267,gastro-esophageal junction
16247,gut,32812,parathyroid gland
16247,gut,16715,hindgut
16247,gut,35865,thymus/parathyroid primordium
16247,gut,18815,gut gland
16247,gut,32928,gut epithelium
16247,gut,16706,pharynx
16247,gut,32911,gut mesentery
16247,gut,17892,perineal body
16247,gut,17068,thyroid gland
16247,gut,16548,foregut
16247,gut,32874,intestine
16247,gut,18666,jejunum
16247,gut,32764,ileum
16247,gut,17896,rectum
16247,gut,32908,gut lumen
32910,gut dorsal mesentery,16722,midgut dorsal mesentery
32910,gut dorsal mesentery,16719,hindgut dorsal mesentery
32910,gut dorsal mesentery,16711,rest of foregut dorsal mesentery
32908,gut lumen,18396,hindgut lumen
32908,gut lumen,18377,midgut lumen
32908,gut lumen,18400,rest of foregut lumen
32911,gut mesentery,16718,hindgut mesentery
32911,gut mesentery,32910,gut dorsal mesentery
32911,gut mesentery,35561,mesenteric lymph node
32911,gut mesentery,16710,rest of foregut mesentery
32911,gut mesentery,16721,midgut mesentery
35386,habenula,35479,lateral habenular nucleus
35386,habenula,35547,medial habenular nucleus
18769,hair,26775,hair arrector pili muscle
18769,hair,35388,hair cuticle
18769,hair,18770,hair bulb
18769,hair,35387,hair cortex
18769,hair,35389,hair medulla
18769,hair,18772,hair root sheath
18771,hair follicle,35246,coat hair follicle
18771,hair follicle,26759,sinus hair follicle
18772,hair root sheath,35390,hair root sheath matrix
18772,hair root sheath,32792,hair inner root sheath
18772,hair root sheath,32793,hair outer root sheath
17428,hand,17432,forelimb digit 2
17428,hand,17441,forelimb digit 5
17428,hand,35391,hand bone
17428,hand,17448,interdigital region between forelimb digits 2 and 3
17428,hand,17438,forelimb digit 4
17428,hand,17429,forelimb digit 1
17428,hand,32642,forelimb digit
17428,hand,32643,hand skeleton
17428,hand,19302,metacarpo-phalangeal joint
17428,hand,17445,interdigital region between forelimb digits 1 and 2
17428,hand,32644,hand skeletal muscle
17428,hand,17454,interdigital region between forelimb digits 4 and 5
17428,hand,35392,hand connective tissue
17428,hand,17435,forelimb digit 3
17428,hand,17451,interdigital region between forelimb digits 3 and 4
17428,hand,32630,hand epithelium
17428,hand,17457,hand mesenchyme
17428,hand,32651,forelimb interdigital region
17428,hand,18486,hand skin
17428,hand,19122,carpus
17428,hand,32641,hand joint
18487,hand dermis,35399,forelimb digit dermis
18487,hand dermis,18104,hand rest of skin dermis
18488,hand epidermis,18105,hand rest of skin epidermis
18488,hand epidermis,35671,forelimb digit epidermis
32630,hand epithelium,17444,hand rest of epithelium
17457,hand mesenchyme,17724,carpus pre-cartilage condensation
17457,hand mesenchyme,32629,hand pre-cartilage condensation
17457,hand mesenchyme,18102,carpus cartilage condensation
17457,hand mesenchyme,32631,hand cartilage condensation
18103,hand rest of skin,18104,hand rest of skin dermis
18103,hand rest of skin,18105,hand rest of skin epidermis
32643,hand skeleton,25056,carpal bone
32643,hand skeleton,35391,hand bone
32643,hand skeleton,32654,metacarpus
18486,hand skin,35709,forelimb interdigital region skin
18486,hand skin,32648,forelimb digit skin
18486,hand skin,18488,hand epidermis
18486,hand skin,18103,hand rest of skin
18486,hand skin,18489,palmar pads
18486,hand skin,18487,hand dermis
17245,handplate,17248,handplate mesenchyme
17245,handplate,17246,handplate ectoderm
17246,handplate ectoderm,17247,handplate apical ectodermal ridge
18952,hard palate,18953,hard palate epithelium
18952,hard palate,19034,incisive canal
18952,hard palate,18954,hard palate mesenchyme
18952,hard palate,35638,hard palate palatal rugae
18952,hard palate,18955,naso-palatine canal
35638,hard palate palatal rugae,35642,hard palate palatal rugae mesenchyme
35638,hard palate palatal rugae,35640,hard palate palatal rugae epithelium
31858,head,16894,brain
31858,head,16542,nose
31858,head,16098,head mesenchyme
31858,head,32763,face
31858,head,18172,cranial muscle
31858,head,16193,ear
31858,head,35996,head bone
31858,head,16198,eye
31858,head,32796,future pituitary
31858,head,17680,cranium
16098,head mesenchyme,16171,head paraxial mesenchyme
16098,head mesenchyme,16169,head mesenchyme derived from neural crest
16098,head mesenchyme,16099,mesenchyme derived from head mesoderm
16169,head mesenchyme derived from neural crest,16311,facial neural crest
16169,head mesenchyme derived from neural crest,16170,trigeminal neural crest
16169,head mesenchyme derived from neural crest,16312,facio-acoustic neural crest
18549,head of lateral ventricle,18784,head of lateral ventricle choroid plexus
17507,head of pancreas,17509,uncinate process
17507,head of pancreas,17508,pancreas head parenchyma
17507,head of pancreas,17510,ventral pancreatic duct
16171,head paraxial mesenchyme,16174,somite 02
16171,head paraxial mesenchyme,16176,somite 04
16171,head paraxial mesenchyme,16173,somite 01
16171,head paraxial mesenchyme,16175,somite 03
16171,head paraxial mesenchyme,16172,head somite
16105,heart,16346,outflow tract
16105,heart,18625,aortic sinus
16105,heart,17331,heart ventricle
16105,heart,32688,cardiac muscle tissue
16105,heart,16208,early primitive heart tube
16105,heart,17865,bulboventricular region
16105,heart,16237,sinus venosus
16105,heart,16350,primitive ventricle
16105,heart,16688,heart atrium
16105,heart,16333,bulbus cordis
16105,heart,17618,atrioventricular cushion tissue
16105,heart,16106,cardiogenic plate
16105,heart,32685,endocardial tube
16105,heart,16693,bulboventricular groove
16105,heart,17866,bulbar cushion
16105,heart,18626,trabeculae carneae
16105,heart,35397,heart blood vessel
16105,heart,16215,primitive heart tube
16105,heart,16342,common atrial chamber
16105,heart,17869,heart valve
16105,heart,35428,impulse conducting system
16105,heart,35252,coronary vascular plexus
16105,heart,32687,cardiac jelly
16105,heart,16696,endocardial cushion tissue
16105,heart,16212,heart mesentery
16105,heart,32686,endocardial lining
16105,heart,17868,endocardial tissue
16105,heart,16546,atrioventricular canal
16105,heart,35400,heart septum
16688,heart atrium,17011,interatrial septum
16688,heart atrium,16342,common atrial chamber
16688,heart atrium,36055,atrium auricular region
16688,heart atrium,36058,atrium lumen
16688,heart atrium,32746,atrium cardiac muscle
16688,heart atrium,32745,atrium endocardial lining
16688,heart atrium,17321,right atrium
16688,heart atrium,17315,left atrium
17337,heart left ventricle,26038,left ventricle lumen
17337,heart left ventricle,17339,left ventricle cardiac muscle
17337,heart left ventricle,17338,left ventricle endocardial lining
16212,heart mesentery,16213,dorsal mesocardium
17340,heart right ventricle,26047,right ventricle lumen
17340,heart right ventricle,17341,right ventricle endocardial lining
17340,heart right ventricle,17342,right ventricle cardiac muscle
17869,heart valve,17870,aortic valve
17869,heart valve,35154,atrioventricular valve
17869,heart valve,35760,semilunar valve
17869,heart valve,35903,valve leaflet
17869,heart valve,17871,mitral valve
17869,heart valve,17872,pulmonary valve
17869,heart valve,17873,tricuspid valve
17331,heart ventricle,32748,ventricle cardiac muscle
17331,heart ventricle,17340,heart right ventricle
17331,heart ventricle,32747,ventricle endocardial lining
17331,heart ventricle,17332,bulbar ridge
17331,heart ventricle,17337,heart left ventricle
17331,heart ventricle,17333,interventricular septum
17331,heart ventricle,26029,interventricular canal
17331,heart ventricle,17336,interventricular groove
18765,hemolymphoid system,17523,thymus primordium
18765,hemolymphoid system,18766,hemolymphoid system gland
18765,hemolymphoid system,35523,lymph node
18765,hemolymphoid system,18535,spleen primordium
18765,hemolymphoid system,18768,thymus
18765,hemolymphoid system,18767,spleen
18765,hemolymphoid system,35402,hematopoietic system
16843,hepatic duct,32795,left hepatic duct
16843,hepatic duct,32797,right hepatic duct
16843,hepatic duct,16845,hepatic duct intrahepatic part
16843,hepatic duct,16844,hepatic duct extrahepatic part
16844,hepatic duct extrahepatic part,19099,left hepatic duct extrahepatic part
16844,hepatic duct extrahepatic part,19101,common hepatic duct
16844,hepatic duct extrahepatic part,19100,right hepatic duct extrahepatic part
16845,hepatic duct intrahepatic part,18304,left hepatic duct intrahepatic part
16845,hepatic duct intrahepatic part,18305,right hepatic duct intrahepatic part
16847,hepatic primordium,16848,hepatic primordium parenchyma
18252,hepatico-cardiac vein,18253,left hepatico-cardiac vein
18252,hepatico-cardiac vein,18254,right hepatico-cardiac vein
16916,hindbrain,32900,hindbrain roof
16916,hindbrain,16508,rhombomere 08
16916,hindbrain,16504,rhombomere 07
16916,hindbrain,17550,medulla oblongata
16916,hindbrain,16500,rhombomere 06
16916,hindbrain,16293,rhombomere 02
16916,hindbrain,16301,rhombomere 04
16916,hindbrain,32820,rhombomere
16916,hindbrain,16917,4th ventricle
16916,hindbrain,32913,hindbrain floor plate
16916,hindbrain,16305,rhombomere 05
16916,hindbrain,17071,metencephalon
16916,hindbrain,32742,4th ventricle choroid plexus
16916,hindbrain,32899,hindbrain roof plate
16916,hindbrain,17783,hindbrain meninges
16916,hindbrain,16297,rhombomere 03
16916,hindbrain,17082,myelencephalon
16916,hindbrain,32912,hindbrain lateral wall
16916,hindbrain,16290,rhombomere 01
17785,hindbrain dura mater,18210,tentorium cerebelli
32912,hindbrain lateral wall,32917,hindbrain mantle layer
32912,hindbrain lateral wall,32916,hindbrain marginal layer
32912,hindbrain lateral wall,32898,hindbrain ventricular layer
32912,hindbrain lateral wall,32915,hindbrain alar plate
32912,hindbrain lateral wall,32914,hindbrain basal plate
17783,hindbrain meninges,17786,hindbrain pia mater
17783,hindbrain meninges,17784,hindbrain arachnoid mater
17783,hindbrain meninges,17785,hindbrain dura mater
17783,hindbrain meninges,18211,hindbrain subarachnoid space
18211,hindbrain subarachnoid space,19056,hindbrain basal cistern
18211,hindbrain subarachnoid space,18212,pontine cistern
18634,hindbrain venous dural sinus,19234,inferior petrosal sinus
18634,hindbrain venous dural sinus,19059,cavernous sinus
18634,hindbrain venous dural sinus,18637,transverse sinus
18634,hindbrain venous dural sinus,18635,inferior sagittal sinus
18634,hindbrain venous dural sinus,19235,pineal venous plexus
18634,hindbrain venous dural sinus,19060,sigmoid sinus
18634,hindbrain venous dural sinus,18636,superior sagittal sinus
18633,hindbrain venous sinus,18634,hindbrain venous dural sinus
18632,hindbrain venous system,18633,hindbrain venous sinus
16715,hindgut,17900,rest of hindgut
16715,hindgut,16716,hindgut mesenchyme
16715,hindgut,17892,perineal body
16715,hindgut,16717,hindgut epithelium
16715,hindgut,16718,hindgut mesentery
16715,hindgut,17896,rectum
16715,hindgut,18396,hindgut lumen
16715,hindgut,16720,hindgut vascular element
19254,hindgut derived large intestine,19266,hindgut derived large intestine vascular element
19254,hindgut derived large intestine,19264,hindgut derived large intestine mesentery
19254,hindgut derived large intestine,19262,hindgut derived large intestine epithelium
19254,hindgut derived large intestine,19263,hindgut derived large intestine lumen
19254,hindgut derived large intestine,19256,hindgut derived large intestine mesenchyme
19264,hindgut derived large intestine mesentery,19265,hindgut derived large intestine dorsal mesentery
16251,hindgut diverticulum,16567,hindgut diverticulum epithelium
16251,hindgut diverticulum,17028,hindgut diverticulum postanal component
16251,hindgut diverticulum,16254,primordial germ cell
16251,hindgut diverticulum,16253,hindgut diverticulum endoderm
16251,hindgut diverticulum,18376,hindgut diverticulum lumen
16251,hindgut diverticulum,16568,hindgut diverticulum vascular element
16251,hindgut diverticulum,16252,hindgut diverticulum mesenchyme
16251,hindgut diverticulum,17032,hindgut diverticulum preanal component
17028,hindgut diverticulum postanal component,17031,hindgut diverticulum postanal component vascular element
17028,hindgut diverticulum postanal component,18397,hindgut diverticulum postanal component lumen
17028,hindgut diverticulum postanal component,17029,hindgut diverticulum postanal component mesenchyme
17028,hindgut diverticulum postanal component,17030,hindgut diverticulum postanal component epithelium
17032,hindgut diverticulum preanal component,17033,hindgut diverticulum preanal component mesenchyme
17032,hindgut diverticulum preanal component,18398,hindgut diverticulum preanal component lumen
17032,hindgut diverticulum preanal component,17035,hindgut diverticulum preanal component vascular element
17032,hindgut diverticulum preanal component,17034,hindgut diverticulum preanal component epithelium
18396,hindgut lumen,18389,rest of hindgut lumen
16718,hindgut mesentery,16719,hindgut dorsal mesentery
17458,hindlimb,32633,hindlimb skeleton
17458,hindlimb,32637,hindlimb mesenchyme
17458,hindlimb,35934,hindlimb bone
17458,hindlimb,32621,hindlimb epithelium
17458,hindlimb,17489,leg
17458,hindlimb,32620,hindlimb skin
17458,hindlimb,17459,foot
17458,hindlimb,35403,hindlimb long bone
17458,hindlimb,32634,hindlimb musculature
17458,hindlimb,32635,hindlimb joint
16779,hindlimb bud,16781,hindlimb bud mesenchyme
16779,hindlimb bud,17249,footplate
16779,hindlimb bud,16780,hindlimb bud ectoderm
16779,hindlimb bud,17253,future leg
16780,hindlimb bud ectoderm,17250,footplate ectoderm
16780,hindlimb bud ectoderm,16892,hindlimb bud apical ectodermal ridge
16780,hindlimb bud ectoderm,17254,future leg ectoderm
32619,hindlimb dermis,18152,knee dermis
32619,hindlimb dermis,18505,foot dermis
32619,hindlimb dermis,18160,upper leg dermis
32619,hindlimb dermis,18149,hip dermis
32619,hindlimb dermis,18157,lower leg dermis
32649,hindlimb digit,32951,metatarsus cartilage condensation
32649,hindlimb digit,32956,metatarsus pre-cartilage condensation
32649,hindlimb digit,32942,hindlimb digit skin
