id,name,accession
2576,Paqr4,MGI:1923748
2577,Wnt7a,MGI:98961
2578,Ctsd,MGI:88562
2579,Cdon,MGI:1926387
2580,Wnt9a,MGI:2446084
2581,Gdf5,MGI:95688
2582,Cd34,MGI:88329
2583,Ranbp1,MGI:96269
2584,Unc5b,MGI:894703
2585,Arvcf,MGI:109620
2586,Comt,MGI:88470
2587,Trmt2a,MGI:96270
2588,Zdhhc8,MGI:1338012
2589,Gnb1l,MGI:1338057
2590,Tek,MGI:98664
2591,Cryab,MGI:88516
2592,Egfl7,MGI:2449923
2593,Efnb2,MGI:105097
2594,Ednra,MGI:105923
2595,Acvrl1,MGI:1338946
2596,Cd93,MGI:106664
2597,Samsn1,MGI:1914992
2598,Dll4,MGI:1859388
2599,Tmod1,MGI:98775
2600,Gmfg,MGI:1927135
2601,Abcg1,MGI:107704
2602,Tmsb4x,MGI:99510
2603,Gjc1,MGI:95718
2604,Nppa,MGI:97367
2605,Rspo3,MGI:1920030
2606,Sorbs3,MGI:700013
2607,Oprl1,MGI:97440
2608,Gstm5,MGI:1309466
2609,Ltbp1,MGI:109151
2610,Cdc45,MGI:1338073
2611,Lmna,MGI:96794
2612,Timp3,MGI:98754
2613,Tspan5,MGI:1928096
2614,Lats2,MGI:1354386
2615,Epor,MGI:95408
2616,Hells,MGI:106209
2617,Plagl1,MGI:1100874
2618,Tnni2,MGI:105070
2619,Snap91,MGI:109132
2620,Gm16434,MGI:3646563
2621,Gm6676,MGI:3646103
2622,Gm3099,MGI:3781275
2623,4930555G01Rik,MGI:1922055
2624,Mylk3,MGI:2443063
2625,Myl3,MGI:97268
2626,1810031K17Rik,MGI:1916421
2627,Sln,MGI:1913652
2628,Gm1973,MGI:3780141
2629,Tgfb2,MGI:98726
2630,Kcne1,MGI:96673
2631,Myh3,MGI:1339709
2632,Ldhb,MGI:96763
2633,Gm5514,MGI:3645435
2634,Rbm20,MGI:1920963
2635,Hdc,MGI:96062
2636,Hspb7,MGI:1352494
2637,Gyg,MGI:1351614
2638,Gata4,MGI:95664
2639,Myl4,MGI:97267
2640,Fbxo32,MGI:1914981
2641,Tgfbr3,MGI:104637
2642,Wnk4,MGI:1917097
2643,Plekha7,MGI:2445094
2644,Slc8a1,MGI:107956
2645,Ttn,MGI:98864
2646,Mest,MGI:96968
2647,Myh6,MGI:97255
2648,Gja5,MGI:95716
2649,Mybphl,MGI:1916003
2650,Gm5795,MGI:3779520
2651,Gm3012,MGI:3781190
2652,1700001E04Rik,MGI:1922688
2653,Gm10413,MGI:3704417
2654,Gnao1,MGI:95775
2655,Npr3,MGI:97373
2656,Angpt1,MGI:108448
2657,Bves,MGI:1346013
2658,Nrg2,MGI:1098246
2659,Nppb,MGI:97368
2660,Actc1,MGI:87905
2661,Rbpms,MGI:1334446
2662,Smpx,MGI:1913356
2663,Cartpt,MGI:1351330
2664,Palm,MGI:1261814
2665,Tpm1,MGI:98809
2666,Myl9,MGI:2138915
2667,Myl7,MGI:107495
2668,Casz1,MGI:1196251
2669,Ndufa9,MGI:1913358
2670,Acaca,MGI:108451
2671,Acot1,MGI:1349396
2672,Cttnbp2nl,MGI:1933137
2673,Rab31,MGI:1914603
2674,D14Ertd668e,MGI:1277133
2675,Ccdc99,MGI:1917635
2676,Mrpl15,MGI:1351639
2677,Mtap,MGI:1914152
2678,Ngly1,MGI:1913276
2679,Arxes2,MGI:1924226
2680,Arxes1,MGI:1923469
2681,Apln,MGI:1353624
2682,Ifrd1,MGI:1316717
2683,Imp4,MGI:106572
2684,Mettl13,MGI:1918699
2685,Prcp,MGI:1919711
2686,Smyd5,MGI:108048
2687,Rcl1,MGI:1913275
2688,Slc5a6,MGI:2660847
2689,Txnrd1,MGI:1354175
2690,Edar,MGI:1343498
2691,Irs4,MGI:1338009
2692,Lyar,MGI:107470
2693,Adarb2,MGI:2151118
2694,Dctpp1,MGI:1913672
2695,Ak2,MGI:87978
2696,Lifr,MGI:96788
2697,Bmp3,MGI:88179
2698,Mmgt1,MGI:2384305
2699,5430407P10Rik,MGI:2442238
2700,Adipoq,MGI:106675
2701,Mrpl20,MGI:2137221
2702,Gpd1,MGI:95679
2703,Wdr43,MGI:1919765
2704,F3,MGI:88381
2705,Psma3,MGI:104883
2706,Ncapg2,MGI:1923294
2707,Uck2,MGI:1931744
2708,Gusb,MGI:95872
2709,Mtch2,MGI:1929260
2710,Adpgk,MGI:1919391
2711,C1qbp,MGI:1194505
2712,Atp5l,MGI:1351597
2713,Tbrg4,MGI:1100868
2714,Usp14,MGI:1928898
2715,Ccnb2,MGI:88311
2716,Sod2,MGI:98352
2717,Aplp2,MGI:88047
2718,Cinp,MGI:1914486
2719,Col6a5,MGI:3648134
2720,Fat3,MGI:2444314
2721,Prg4,MGI:1891344
2722,Nt5dc2,MGI:1917271
2723,Slc35a4,MGI:1915093
2724,Fh1,MGI:95530
2725,Rspo2,MGI:1922667
2726,Bccip,MGI:1913415
2727,Hoxc11,MGI:96193
2728,Tmem59,MGI:1929278
2729,Trip10,MGI:2146901
2730,Nsg2,MGI:1202070
2731,Slc22a4,MGI:1353479
2732,Slc27a1,MGI:1347098
2733,1500031L02Rik,MGI:1914244
2734,Cth,MGI:1339968
2735,2200002J24Rik,MGI:1916397
2736,Satb2,MGI:2679336
2737,Arfgap1,MGI:2183559
2738,Plod3,MGI:1347008
2739,Sfi1,MGI:1926137
2740,Uqcrc1,MGI:107876
2741,Sdr42e1,MGI:1921282
2742,Tmed3,MGI:1913361
2743,Itgbl1,MGI:2443439
2744,Mmp8,MGI:1202395
2745,Jmjd6,MGI:1858910
2746,Stc1,MGI:109131
2747,Serpina3k,MGI:98377
2748,Pfkl,MGI:97547
2749,C1qtnf1,MGI:1919254
2750,Plac9,MGI:2663998
2751,Tmem97,MGI:1916321
2752,A330049M08Rik,MGI:2444888
2753,Pycr1,MGI:2384795
2754,Loxl4,MGI:1914823
2755,Clcn2,MGI:105061
2756,Gabarapl1,MGI:1914980
2757,Itga5,MGI:96604
2758,Pamr1,MGI:2445082
2759,Cep152,MGI:2139083
2760,Angptl1,MGI:1919963
2761,Agt,MGI:87963
2762,Cyb5d2,MGI:2684848
2763,Zpld1,MGI:2443415
2764,Fbxo48,MGI:2442569
2765,Magi3,MGI:1923484
2766,Itgb8,MGI:1338035
2767,Trim45,MGI:1918187
2768,Col9a1,MGI:88465
2769,Megf6,MGI:1919351
2770,Pdlim5,MGI:1927489
2771,Olfr70,MGI:1860079
2772,Reg4,MGI:1914959
2773,Slc34a1,MGI:1345284
2774,Leprel1,MGI:2146663
2775,Itga11,MGI:2442114
2776,Gpr125,MGI:1917943
2777,Pdk1,MGI:1926119
2778,Tmem119,MGI:2385228
2779,Npr2,MGI:97372
2780,Lepre1,MGI:1888921
2781,Slc39a14,MGI:2384851
2782,Fmod,MGI:1328364
2783,Nell2,MGI:1858510
2784,Mrpl17,MGI:1351608
2785,Lepr,MGI:104993
2786,LOC433868,LOC433868
2787,Dlc1,MGI:1354949
2788,E130006D01Rik,MGI:2685527
2789,Fat1,MGI:109168
2790,Ptch1,MGI:105373
2791,Arhgap12,MGI:1922665
2792,Serpine2,MGI:101780
2793,Lsp1,MGI:96832
2794,Pde8a,MGI:1277116
2795,Fn1,MGI:95566
2796,Tmem214,MGI:1916046
2797,Acsm5,MGI:2444086
2798,Galntl4,MGI:2446239
2799,Shmt2,MGI:1277989
2800,1700018C11Rik,MGI:1922774
2801,Dct,MGI:102563
2802,Ltv1,MGI:2447810
2803,Igh-VS107,MGI:96490
2804,Tgfbi,MGI:99959
2805,Tspan3,MGI:1928098
2806,Plod2,MGI:1347007
2807,Unc5c,MGI:1095412
2808,Fbln2,MGI:95488
2809,Frmd8,MGI:1914707
2810,Glcci1,MGI:2179717
2811,Scube2,MGI:1928765
2812,Svs1,MGI:2682321
2813,Wscd2,MGI:2445030
2814,Mpped2,MGI:1924265
2815,Lmnb1,MGI:96795
2816,Mir741,MGI:3709839
2817,Mir875,MGI:3718565
2818,Phyhip,MGI:1860417
2819,Gna14,MGI:95769
2820,Cd9,MGI:88348
2821,Lect1,MGI:1341171
2822,Loxl3,MGI:1337004
2823,Zfp474,MGI:1914008
2824,Cdkn3,MGI:1919641
2825,Rcn2,MGI:1349765
2826,Amotl2,MGI:1929286
2827,Col2a1,MGI:88452
2828,Lyst,MGI:107448
2829,Chrm2,MGI:88397
2830,Eif3h,MGI:1915385
2831,Olfm1,MGI:1860437
2832,Tnfaip8,MGI:2147191
2833,Tram2,MGI:1924817
2834,Magi1,MGI:1203522
2835,Col10a1,MGI:88445
2836,Mir590,MGI:3718552
2837,Mir676,MGI:3629957
2838,Mir592,MGI:3629661
2839,Mir295,MGI:3711328
2840,Ptgfrn,MGI:1277114
2841,Npdc1,MGI:1099802
2842,Olfml2b,MGI:2443310
2843,Usp18,MGI:1344364
2844,Smpd3,MGI:1927578
2845,Hhip,MGI:1341847
2846,A630055G03Rik,MGI:2685383
2847,Atp8b2,MGI:1859660
2848,Adamts15,MGI:2449569
2849,Colec12,MGI:2152907
2850,Fry,MGI:2443895
2851,Pdzrn4,MGI:3056996
2852,AU022751,MGI:2147968
2853,Shisa3,MGI:3041225
2854,4932443I19Rik,MGI:2685952
2855,Nom1,MGI:1861749
2856,Nrk,MGI:1351326
2857,Phospho1,MGI:2447348
2858,Tnc,MGI:101922
2859,Ptpn14,MGI:102467
2860,Neo1,MGI:1097159
2861,Fam122b,MGI:1926005
2862,Prss23,MGI:1923703
2863,Pomt2,MGI:2444430
2864,Gpr85,MGI:1927851
2865,Fkbp9,MGI:1350921
2866,Eme1,MGI:3576783
2867,Pdc,MGI:98090
2868,Crispld1,MGI:1934666
2869,St6galnac6,MGI:1355316
2870,Thbs4,MGI:1101779
2871,Rasl11b,MGI:1916189
2872,Rheb,MGI:97912
2873,Vasn,MGI:2177651
2874,Ppib,MGI:97750
2875,Epyc,MGI:107942
2876,Dlgap2,MGI:2443181
2877,Cadm2,MGI:2442722
2878,Clint1,MGI:2144243
2879,Ssr1,MGI:105082
2880,Srprb,MGI:102964
2881,Slc35b2,MGI:1921086
2882,C1qtnf7,MGI:1925911
2883,Fkbp11,MGI:1913370
2884,Mgat2,MGI:2384966
2885,Pebp4,MGI:1920773
2886,Col19a1,MGI:1095415
2887,Tgfa,MGI:98724
2888,Tmc3,MGI:2669033
2889,Tmem25,MGI:1918937
2890,Panx3,MGI:1918881
2891,Arf2,MGI:99595
2892,Hck,MGI:96052
2893,Slc26a2,MGI:892977
2894,Tm9sf2,MGI:1915309
2895,Pot1a,MGI:2141503
2896,Sorbs1,MGI:700014
2897,Ndufb2,MGI:1915448
2898,Asf1b,MGI:1914179
2899,Hip1r,MGI:1352504
2900,Steap3,MGI:1915678
2901,Fam102a,MGI:2138935
2902,Pygm,MGI:97830
2903,Apoe,MGI:88057
2904,Dmbt1,MGI:106210
2905,Igfbp4,MGI:96439
2906,Ambp,MGI:88002
2907,Arrdc1,MGI:2446136
2908,Chst8,MGI:1916197
2909,Ttc39a,MGI:2444350
2910,Slc38a5,MGI:2148066
2911,Atp11a,MGI:1354735
2912,Gsta4,MGI:1309515
2913,Nrn1,MGI:1915654
2914,Fam108c,MGI:1917428
2915,Fam115c,MGI:2385258
2916,Aktip,MGI:3693832
2917,Hmga1,MGI:96160
2918,Hmga1-rs1,MGI:96161
2919,Sptlc3,MGI:2444678
2920,Marveld2,MGI:2446166
2921,Rassf6,MGI:1920496
2922,U2af2,MGI:98886
2923,Gde1,MGI:1891827
2924,F8a,MGI:95474
2925,Hsd3b7,MGI:2141879
2926,Lsr,MGI:1927471
2927,Ppme1,MGI:1919840
2928,Ctla2a,MGI:88554
2929,Anxa9,MGI:1923711
2930,Plin3,MGI:1914155
2931,Ndfip2,MGI:1923523
2932,Palm3,MGI:1921587
2933,Krt10,MGI:96685
2934,Krt16,MGI:96690
2935,Tbc1d8,MGI:1927225
2936,Lama5,MGI:105382
2937,Tspan9,MGI:1924558
2938,Slitrk3,MGI:2679447
2939,Ap1s3,MGI:1891304
2940,Ribc2,MGI:1914997
2941,Ltbr,MGI:104875
2942,Dynlt3,MGI:1914367
2943,Vldlr,MGI:98935
2944,Snx5,MGI:1916428
2945,Ehbp1l1,MGI:3612340
2946,Traf5,MGI:107548
2947,Clec14a,MGI:1914114
2948,Uchl5,MGI:1914848
2949,Itpkb,MGI:109235
2950,Itgb3,MGI:96612
2951,Npepps,MGI:1101358
2952,Itih5,MGI:1925751
2953,Spats2l,MGI:1914448
2954,Slc44a1,MGI:2140592
2955,Man1a,MGI:104677
2956,Stat6,MGI:103034
2957,Srf,MGI:106658
2958,Grhl3,MGI:2655333
2959,Mal2,MGI:2146021
2960,Sema4g,MGI:1347047
2961,Cyld,MGI:1921506
2962,Stom,MGI:95403
2963,Lum,MGI:109347
2964,Dgat2,MGI:1915050
2965,S100a14,MGI:1913416
2966,Psen1,MGI:1202717
2967,C1galt1,MGI:2151071
2968,Fxyd3,MGI:107497
2969,Upk1b,MGI:98912
2970,Itga3,MGI:96602
2971,Cmtm4,MGI:2142888
2972,Plcd1,MGI:97614
2973,Rab25,MGI:1858203
2974,Sema3f,MGI:1096347
2975,Clca3,MGI:1346342
2976,1810019J16Rik,MGI:1916323
2977,Bspry,MGI:2177191
2978,D14Ertd449e,MGI:1196450
2979,Spint2,MGI:1338031
2980,Aldh3b2,MGI:2147613
2981,Mir126,MGI:2676811
2982,Ifitm1,MGI:1915963
2983,Ptges,MGI:1927593
2984,Nipal3,MGI:1921802
2985,5730469M10Rik,MGI:1917814
2986,4930506M07Rik,MGI:1918903
2987,Exoc6,MGI:1351611
2988,Slc40a1,MGI:1315204
2989,Tspan4,MGI:1928097
2990,Tspan13,MGI:1913359
2991,B4galnt2,MGI:1342058
2992,Tacstd2,MGI:1861606
2993,Cldn4,MGI:1313314
2994,Dhrs3,MGI:1315215
2995,Cdh12,MGI:109503
2996,Mir470,MGI:3619418
2997,Krt4,MGI:96701
2998,Col4a5,MGI:88456
2999,Plk2,MGI:1099790
3000,Micall1,MGI:105870
3001,Chmp2a,MGI:1916203
3002,Gstt3,MGI:2143526
3003,Krt5,MGI:96702
3004,0610040J01Rik,MGI:1923511
3005,6330527O06Rik,MGI:1923411
3006,Pgap2,MGI:2385286
3007,Agpat5,MGI:1196345
3008,Acsm3,MGI:99538
3009,Ralgps2,MGI:1925505
3010,Wrb,MGI:2136882
3011,Bex1,MGI:1328321
3012,BC061237,MGI:2682320
3013,Maob,MGI:96916
3014,Flrt3,MGI:1918686
3015,Plch2,MGI:2443078
3016,Sprr2b,MGI:1330352
3017,Ermp1,MGI:106250
3018,Srd5a1,MGI:98400
3019,Tspan7,MGI:1298407
3020,Bcl2l14,MGI:1914063
3021,Fam176b,MGI:1922063
3022,Lysmd2,MGI:1917332
3023,Acaa2,MGI:1098623
3024,Svep1,MGI:1928849
3025,Pcdh11x,MGI:2442849
3026,Iigp1,MGI:1926259
3027,Dcaf17,MGI:1923013
3028,Gpr35,MGI:1929509
3029,Ncam1,MGI:97281
3030,Ihh,MGI:96533
3031,Add2,MGI:87919
3032,Enpp4,MGI:2682634
3033,AW555464,MGI:2145043
3034,Sdc4,MGI:1349164
3035,Naaladl2,MGI:2685867
3036,Cldn7,MGI:1859285
3037,Reep6,MGI:1917585
3038,Adam19,MGI:105377
3039,Heph,MGI:1332240
3040,Gpr153,MGI:1916157
3041,Krt7,MGI:96704
3042,Car3,MGI:88270
3043,H2-Oa,MGI:95924
3044,Ifi35,MGI:1917360
3045,Prepl,MGI:2441932
3046,Dsc2,MGI:103221
3047,Mboat1,MGI:2387184
3048,Llgl2,MGI:1918843
3049,Ppa1,MGI:97831
3050,Syt8,MGI:1859867
3051,Mmp9,MGI:97011
3052,Sat1,MGI:98233
3053,Adamts8,MGI:1353468
3054,Arrb1,MGI:99473
3055,Pcdh10,MGI:1338042
3056,Txk,MGI:102960
3057,Mmp23,MGI:1347361
3058,Nup43,MGI:1917162
3059,Nrxn3,MGI:1096389
3060,Dach2,MGI:1890446
3061,Pcdh7,MGI:1860487
3062,2310003H01Rik,MGI:1919135
3063,Bex2,MGI:1338017
3064,AI593442,MGI:2143099
3065,Epb4.1l2,MGI:103009
3066,Lamc2,MGI:99913
3067,Cd96,MGI:1934368
3068,Bmpr1a,MGI:1338938
3069,Bmpr1b,MGI:107191
3070,Myl2,MGI:97272
3071,Slc39a8,MGI:1914797
3072,Cited2,MGI:1306784
3073,Flrt2,MGI:3603594
3074,Usp9x,MGI:894681
3075,Hsp90b1,MGI:98817
3076,Emilin1,MGI:1926189
3077,Trem2,MGI:1913150
3078,Lipf,MGI:1914967
3079,Scara3,MGI:2444418
3080,Plac1,MGI:1926287
3081,Ms4a7,MGI:1918846
3082,Gdf10,MGI:95684
3083,Plxdc2,MGI:1914698
3084,Mmp16,MGI:1276107
3085,Nkx2-9,MGI:1270158
3086,Flrt1,MGI:3026647
3087,Boc,MGI:2151153
3088,Homez,MGI:2678023
3089,Ndufb11,MGI:1349919
3090,Wfdc1,MGI:1915116
3091,Mab21l1,MGI:1333773
3092,A930038C07Rik,MGI:1915419
3093,Gpc5,MGI:1194894
3094,Dip2a,MGI:2385920
3095,Dvl3,MGI:108100
3096,Snrk,MGI:108104
3097,Sox4,MGI:98366
3098,Sox3,MGI:98365
3099,Fam3b,MGI:1270150
3100,Hspa13,MGI:1309463
3101,Trappc10,MGI:1336209
3102,Dlx6as1,MGI:2443217
3103,Slit1,MGI:1315203
3104,Sphk1,MGI:1316649
3105,Tfg,MGI:1338041
3106,Cbs,MGI:88285
3107,Cdh4,MGI:99218
3108,Sorcs1,MGI:1929666
3109,Sox14,MGI:98362
3110,Tmeff1,MGI:1926810
3111,Frat1,MGI:109450
3112,Acvr2a,MGI:102806
3113,Acvr2b,MGI:87912
3114,Nes,MGI:101784
3115,Sema6c,MGI:1338032
3116,Ipo13,MGI:2385205
3117,6430598A04Rik,MGI:2443880
3118,Hat1,MGI:96013
3119,Nutf2,MGI:1915301
3120,Slc38a3,MGI:1923507
3121,Pex5,MGI:1098808
3122,Cox4nb,MGI:1343095
3123,Synj1,MGI:1354961
3124,Plod1,MGI:99907
3125,Syn1,MGI:98460
3126,Dytn,MGI:2685061
3127,Celf1,MGI:1342295
3128,Sc5d,MGI:1353611
3129,Samd14,MGI:2384945
3130,Csnk1e,MGI:1351660
3131,Rnf208,MGI:1916096
3132,Galnt9,MGI:2677965
3133,Ldoc1l,MGI:2675858
3134,Akt3,MGI:1345147
3135,Orai2,MGI:2443195
3136,Cacnb3,MGI:103307
3137,AI836003,MGI:2146066
3138,Gpatch3,MGI:2442492
3139,Gpr173,MGI:1918021
3140,Cacng4,MGI:1859167
3141,Abr,MGI:107771
3142,Lrrc4,MGI:2182081
3143,Kif3c,MGI:107979
3144,Jak2,MGI:96629
3145,Dcx,MGI:1277171
3146,Itgav,MGI:96608
3147,Camk2b,MGI:88257
3148,Slc25a22,MGI:1915517
3149,Arpp21,MGI:107562
3150,Rtn3,MGI:1339970
3151,Fhod1,MGI:2679008
3152,Zfp811,MGI:2682944
3153,Morn4,MGI:2449568
3154,B4galt6,MGI:1928380
3155,Nol4,MGI:2441684
3156,Slc6a1,MGI:95627
3157,Lgi1,MGI:1861691
3158,Rusc1,MGI:1919546
3159,Ppp2r5b,MGI:2388480
3160,Gpr162,MGI:1315214
3161,Macf1,MGI:108559
3162,Arhgap39,MGI:107858
3163,Tppp,MGI:1920198
3164,Dcun1d4,MGI:2140972
3165,Pcdha7,MGI:1298369
3166,A130023I24Rik,MGI:2444285
3167,Tbc1d24,MGI:2443456
3168,Bmi1,MGI:88174
3169,Gabrb3,MGI:95621
3170,4930539E08Rik,MGI:1925441
3171,Sgsm3,MGI:1916329
3172,Sfrs18,MGI:1913875
3173,Gdap1l1,MGI:2385163
3174,Avl9,MGI:1926187
3175,Pacs2,MGI:1924399
3176,Acot7,MGI:1917275
3177,Itfg1,MGI:106419
3178,Malt1,MGI:2445027
3179,Klhl7,MGI:1196453
3180,2400003C14Rik,MGI:1919205
3181,Gripap1,MGI:1859616
3182,Fam19a5,MGI:2146182
3183,Lpin1,MGI:1891340
3184,Narf,MGI:1914858
3185,Pitpnm1,MGI:1197524
3186,Hmox1,MGI:96163
3187,St8sia4,MGI:106018
3188,Srpk2,MGI:1201408
3189,Atad1,MGI:1915229
3190,Il17d,MGI:2446510
3191,Gdi1,MGI:99846
3192,Atp6v0b,MGI:1890510
3193,Tspyl2,MGI:106244
3194,Atcay,MGI:2448730
3195,Wasf1,MGI:1890563
3196,Gsk3b,MGI:1861437
3197,Dlk2,MGI:2146838
3198,Myt1,MGI:1100535
3199,Rab6b,MGI:107283
3200,Gpm6a,MGI:107671
3201,Wdr17,MGI:1924662
3202,Fbxl22,MGI:1921415
3203,Tubb4a,MGI:107848
3204,Klhl18,MGI:2143315
3205,Ctif,MGI:2685518
3206,Zmym3,MGI:1927231
3207,Fkbp15,MGI:2444782
3208,Gng3,MGI:102704
3209,Ndfip1,MGI:1929601
3210,Mllt11,MGI:1929671
3211,Zfp57,MGI:99204
3212,Fam115a,MGI:1914665
3213,Slc1a1,MGI:105083
3214,Rimklb,MGI:1918325
3215,Dlg4,MGI:1277959
3216,Adam11,MGI:1098667
3217,Enox1,MGI:2444896
3218,Bcat1,MGI:104861
3219,Rap1gap,MGI:109338
3220,Thbs3,MGI:98739
3221,Lrfn5,MGI:2144814
3222,Kif2a,MGI:108390
3223,Slc7a4,MGI:2146512
3224,Herc1,MGI:2384589
3225,Nacad,MGI:3603030
3226,Lonrf2,MGI:1920209
3227,Cacnb1,MGI:102522
3228,Gm15800,MGI:3647820
3229,Camsap2,MGI:1922434
3230,Csmd2,MGI:2386401
3231,D630045J12Rik,MGI:2669829
3232,C230004F18Rik,MGI:3041217
3233,Krt2,MGI:96699
3234,Stmn1,MGI:96739
3235,Klhdc2,MGI:1916804
3236,Sergef,MGI:1351630
3237,Mprip,MGI:1349438
3238,Pldn,MGI:1927580
3239,Dnajb6,MGI:1344381
3240,Ankmy2,MGI:2144755
3241,Prpsap2,MGI:2384838
3242,Poc5,MGI:1914713
3243,Lad1,MGI:109343
3244,Atp1a2,MGI:88106
3245,Acss2,MGI:1890410
3246,Tmem198,MGI:2443133
3247,Rtn1,MGI:1933947
3248,Cep120,MGI:2147298
3249,Alkbh8,MGI:1914917
3250,Nudt11,MGI:1930957
3251,Blcap,MGI:1858907
3252,Tuba3b,MGI:1095408
3253,Gdpd5,MGI:2686926
3254,E030010A14Rik,MGI:3583948
3255,Kbtbd11,MGI:1922151
3256,Caskin1,MGI:2442952
3257,Zfp804a,MGI:2442949
3258,Tjp1,MGI:98759
3259,Gdf6,MGI:95689
3260,Fam59a,MGI:2685790
3261,Hexb,MGI:96074
3262,E030030I06Rik,MGI:2442914
3263,Tcte2,MGI:98641
3264,F630043A04Rik,MGI:3041235
3265,Etos1,MGI:2149837
3266,Dmxl2,MGI:2444630
3267,Myo16,MGI:2685951
3268,Pgrmc1,MGI:1858305
3269,Dusp18,MGI:1922469
3270,Darc,MGI:1097689
3271,Cdc7,MGI:1309511
3272,Parp6,MGI:1914537
3273,Tusc3,MGI:1933134
3274,Cdh1,MGI:88354
3275,BC051142,MGI:3039565
3276,4930503B20Rik,MGI:1922264
3277,Pxt1,MGI:1916557
3278,Slc26a9,MGI:2444594
3279,Slc26a4,MGI:1346029
3280,Slc25a27,MGI:1921261
3281,Slc2a10,MGI:2156687
3282,Tia1,MGI:107914
3283,Slc2a12,MGI:3052471
3284,Pcdhb8,MGI:2136742
3285,Unc13a,MGI:3051532
3286,Nlrp4c,MGI:1890518
3287,Tas2r143,MGI:2681310
3288,Triml2,MGI:3642989
3289,Rasal2,MGI:2443881
3290,A230006K03Rik,MGI:3644205
3291,Snapc3,MGI:1916338
3292,Fam134a,MGI:2388278
3293,Gfm2,MGI:2444783
3294,Fgd4,MGI:2183747
3295,Tmem120a,MGI:2686991
3296,Scn8a,MGI:103169
3297,Panx1,MGI:1860055
3298,Cplx1,MGI:104727
3299,Slc20a1,MGI:108392
3300,Zfp280c,MGI:2387585
3301,Mfsd10,MGI:1915544
3302,Stradb,MGI:2144047
3303,Tnk2,MGI:1858308
3304,Neurl3,MGI:2429944
3305,Tmem45b,MGI:2384574
3306,Gpsm1,MGI:1915089
3307,Trappc4,MGI:1926211
3308,Fam63b,MGI:2443086
3309,Tmem184c,MGI:2384562
3310,Dusp1,MGI:105120
3311,Btrc,MGI:1338871
3312,Fbxo42,MGI:1924992
3313,Gm7873,MGI:3647803
3314,Phyhipl,MGI:1918161
3315,Mfsd2a,MGI:1923824
3316,Fsd1,MGI:1934858
3317,Mpp3,MGI:1328354
3318,Aacs,MGI:1926144
3319,Zfp599,MGI:2679006
3320,Usp15,MGI:101857
3321,Gtf3a,MGI:1913846
3322,Tbce,MGI:1917680
3323,Vezt,MGI:2143698
3324,Gtdc1,MGI:2444269
3325,Nrsn1,MGI:894662
3326,Coro7,MGI:1926135
3327,Ralyl,MGI:1924147
3328,Iah1,MGI:1914982
3329,Cacybp,MGI:1270839
3330,Amy1,MGI:88019
3331,Crmp1,MGI:107793
3332,Smyd2,MGI:1915889
3333,Cacna1a,MGI:109482
3334,Fxyd6,MGI:1890226
3335,Ppp1r18,MGI:1923698
3336,A830039N20Rik,MGI:2445176
3337,A930011G23Rik,MGI:2442790
3338,Adamtsl2,MGI:1925044
3339,Abca1,MGI:99607
3340,Iglon5,MGI:2686277
3341,Myo18a,MGI:2667185
3342,Mup5,MGI:104974
3343,Nap1l2,MGI:106654
3344,Nckap1,MGI:1355333
3345,Slc1a2,MGI:101931
3346,Slc9a6,MGI:2443511
3347,Spna2,MGI:98386
3348,Cacna1d,MGI:88293
3349,Als2,MGI:1921268
3350,Pip5k1c,MGI:1298224
3351,5133401N09Rik,MGI:1922981
3352,Ccdc28b,MGI:1913514
3353,Moap1,MGI:1915555
3354,Rab6a,MGI:894313
3355,Pgm2l1,MGI:1918224
3356,Spns2,MGI:2384936
3357,Vopp1,MGI:2141658
3358,Amz2,MGI:104837
3359,Pik3cd,MGI:1098211
3360,6330578E17Rik,MGI:1923428
3361,Polb,MGI:97740
3362,Celsr2,MGI:1858235
3363,Sgip1,MGI:1920344
3364,Tmem44,MGI:1924489
3365,Zbed6,MGI:3828086
3366,Atp6v1b2,MGI:109618
3367,Zgpat,MGI:2449939
3368,Gypc,MGI:1098566
3369,Gabrg2,MGI:95623
3370,Fam40a,MGI:2443884
3371,Acbd5,MGI:1921409
3372,Cadm3,MGI:2137858
3373,Exoc4,MGI:1096376
3374,Atrn,MGI:1341628
3375,Atp2b2,MGI:105368
3376,Gramd4,MGI:2676308
3377,Ube2d1,MGI:2384911
3378,Tap1,MGI:98483
3379,Lrp12,MGI:2443132
3380,Madd,MGI:2444672
3381,Sike1,MGI:1913891
3382,Sept3,MGI:1345148
3383,Sh3bp2,MGI:1346349
3384,Olfm2,MGI:3045350
3385,Pacs1,MGI:1277113
3386,Scg5,MGI:98289
3387,Celf2,MGI:1338822
3388,B4galnt1,MGI:1342057
3389,Wsb2,MGI:2144041
3390,Ralgds,MGI:107485
3391,Arhgdib,MGI:101940
3392,Necab3,MGI:1861721
3393,Pisd,MGI:2445114
3394,Usp11,MGI:2384312
3395,2310035C23Rik,MGI:1922832
3396,Osbpl9,MGI:1923784
3397,Myo5a,MGI:105976
3398,Pfn2,MGI:97550
3399,Lime1,MGI:1919949
3400,0610010F05Rik,MGI:1918925
3401,Herc2,MGI:103234
3402,Rangap1,MGI:103071
3403,Hmgcr,MGI:96159
3404,Tspyl4,MGI:106393
3405,Reep5,MGI:1270152
3406,Wdr47,MGI:2139593
3407,Pkia,MGI:104747
3408,Armcx1,MGI:1925498
3409,St7,MGI:1927450
